Título,Autores,Fecha,URL,Fuente
,"Henry C. B. Chan;
H. V. Leong;
Grace Ngai",2019,,IEEE Xplore
,Nozar Tabrizi,2017,,IEEE Xplore
,"Guo-Feng Luo;
Hua-Yi Yin;
Da-Han Wang;
Xu-Yao Zhang;
Shun-Zhi Zhu",2022,,IEEE Xplore
,"Cevin Zhang;
Yan Sun;
Hong Lu",2024,,IEEE Xplore
,"Christos Tsigkanos;
Alessio Arleo;
Johannes Sorger;
Schahram Dustdar",2019,,IEEE Xplore
,"Belkadi Abdelhaq;
El Fazziki Abdelaziz;
Ait Ouahman Abdallah;
Ibourk Aomar",2010,,IEEE Xplore
,"Teng Wang;
Qingsong Zhu",2024,,IEEE Xplore
,"Aliv Banerjee;
Debarshi Ghosh;
Nilanjan Ray;
Tanmoy Majumder;
Moumita Roy;
Nirmal Chandra Roy",2024,,IEEE Xplore
,"Tao Ma;
Hongwei Liu;
Hongji Yang",2020,,IEEE Xplore
,"Junqiao Chen;
David Chun;
Mónica Duarte Oliveira;
Alexandra Fernandes",2019,,IEEE Xplore
,"Kyong Jin Shim;
Swapna Gottipati;
Venky Shankararaman",2022,,IEEE Xplore
,"Rajendra Singh Bisht;
Sourabh Jain;
Noushil Sharma;
Devanand Sahoo",2024,,IEEE Xplore
,"Ijaz Khan;
Ikhlaq Chohan;
Sohail Iqbal Malik",2024,,IEEE Xplore
,"Sam Devincenzi;
Fernando P. de Tolêdo;
Viviani Kwecko;
Fernanda P. Mota;
Silvia S. da C. Botelho",2019,,IEEE Xplore
,"Sabina Jeschke;
Olivier Pfeiffer;
Thomas Richter",2009,,IEEE Xplore
,"Veera Harish Muthazhagu;
B Surendiran;
N Arulmurugaselvi",2024,,IEEE Xplore
,"Suhyun Cho;
Jaeyun Kim;
Jang Hyun Kim",2024,,IEEE Xplore
,"D.D.M. Dolawattha;
Salinda Premadasa;
Prasad M. Jayaweera",2020,,IEEE Xplore
,"Abeda Dodamani;
Md. Atheeq Sultan Ghori;
Jaksan D Patel;
Sathish Kumar. R;
Dharamvir Dharamvir;
Narendra Kumar",2024,,IEEE Xplore
,"Michael Roth;
Christoffer von Beetzen;
Udo Lindemann",2016,,IEEE Xplore
,Vadim O. Dzhenzher,2014,,IEEE Xplore
,"Jose Amelio Medina-Merodio;
Ana Castillo-Martinez;
Roberto Barchino;
Rosa Estriegana;
Rafael Robina-Ramírez",2024,,IEEE Xplore
,"Jiaxuan Chen;
Yu Qi;
Yueming Wang;
Gang Pan",2024,,IEEE Xplore
,"Qingwei Meng;
Changyu Xu;
Xiaowen Ruan",2024,,IEEE Xplore
,"Levent Yilmaz;
Paul Davis;
Paul A. Fishwick;
Xiaolin Hu;
John A. Miller;
Maria Hybinette;
Tuncer I. Oren;
Paul Reynolds;
Hessam Sarjoughian;
Andreas Tolk",2008,,IEEE Xplore
,"Wayan Sugandini;
Komang Krisna Heryanda;
I Made Sugiarta;
Dewa Gede Hendra Divayana",2024,,IEEE Xplore
,"Mang Tik Chiu;
Yuqian Zhou;
Lingzhi Zhang;
Zhe Lin;
Connelly Barnes;
Sohrab Amirghodsi;
Eli Shechtman;
Humphrey Shi",2024,,IEEE Xplore
,"Monika Singh;
C. Patvardhan;
C. Vasantha Lakshmi",2023,,IEEE Xplore
,Jianhui Liu,2005,,IEEE Xplore
,"Nathan R. Tallent;
Darren J. Kerbyson;
Adolfy Hoisie",2017,,IEEE Xplore
,"Shu Li;
Jingyuan Wang;
Yi Wang",2018,,IEEE Xplore
,"Annie Luciani;
Ali Allaoui;
Nicolas Castagné;
Emmanuelle Darles;
Xavier Skapin;
Philippe Meseure",2014,,IEEE Xplore
,Gusti Ayu Dessy Sugiharni,2019,,IEEE Xplore
,"K. K. Senthilkumar;
Chandradeep Bhatt;
Renuka Jyothi S;
Swati Bula Patil;
G. Ravivarman;
Shriya Mahajan",2024,,IEEE Xplore
,"S. N. Nallaperuma;
A. S. Karunananda",2011,,IEEE Xplore
,"Tianze Zhao;
Zhijun Fan",2024,,IEEE Xplore
,H.A. Mayer,2004,,IEEE Xplore
,"Li Chen;
Jianhui Ma",2024,,IEEE Xplore
,"Y.B.-D. Kolikant;
S. Pollack",2002,,IEEE Xplore
,"Gustavo B. Lopes;
Simone C. dos Santos",2021,,IEEE Xplore
,Joel C. Adams,2020,,IEEE Xplore
,"Sayed Mohsin Reza;
Anmol Garg;
Michael A. Johnson;
Amanda Barany;
Alex Acquah;
Justice T Walker",2024,,IEEE Xplore
,"Fahim Hasan Khan;
Emily Lovell;
Akila De Silva;
Gregory Dusek;
James Davis;
Alex Pang",2024,,IEEE Xplore
,"Samuel Sabino Caetano;
Deller James Ferreira;
Celso G. Camilo;
Matheus Rudolfo Diedrich Ullmann",2015,,IEEE Xplore
,Ignacio Erazo,2023,,IEEE Xplore
,"Milind Kumar Audichya;
Jatinderkumar R. Saini",2023,,IEEE Xplore
,"Usman Gohar;
Michael C. Hunter;
Robyn R. Lutz;
Myra B. Cohen",2024,,IEEE Xplore
,"Qingwang Wang;
Chaohui Li;
Yinxing Zhang;
Yi Liu;
Hao Xiong;
Tao Shen",2024,,IEEE Xplore
,M. Pidd,1996,,IEEE Xplore
,"Hanna Yailymova;
Hongji Yang;
Volodymyr Zaslavskyi",2017,,IEEE Xplore
,Takafumi Nakanishi,2024,,IEEE Xplore
,"Nutchanon Yongsatianchot;
Stacy Marsella",2022,,IEEE Xplore
,"Vishal Hanuman;
Kevin Noel;
Shravani Vangur;
R Shankar",2024,,IEEE Xplore
,"Lulu Dong;
Hao Wang",2024,,IEEE Xplore
,"Heidi Reichert;
Benyamin T. Tabarsi;
Zifan Zang;
Cheri Fennell;
Indira Bhandari;
David Robinson;
Madeline Drayton;
Catherine Crofton;
Matthew Lococo;
Dongkuan Xu;
Tiffany Barnes",2024,,IEEE Xplore
,"Abir Abid;
Meriem Somai;
Habib M. Kammoun;
Ilhem Kallel",2024,,IEEE Xplore
,"Paul Yong Ka Ming;
Navid Ali Khan;
David A L Asirvatham;
Muhammad Tayyab;
Sumathi A P Balakrishnan;
Devender Kumar;
Kavita",2024,,IEEE Xplore
,"Cheryl Resch;
Christina Gardner-McCune",2024,,IEEE Xplore
,"T. G. Harrison;
Thomas Böhme;
Mario Kubek;
Herwig Unger",2024,,IEEE Xplore
,"Petteri Kaskenpalo;
Leo Hitchcock",2011,,IEEE Xplore
,Yinwei Liu,2022,,IEEE Xplore
,"Lidiane Goedert;
Maria João Gomes;
Martha Kaschny Borges",2022,,IEEE Xplore
,"Nina Helander;
Anik Bal;
Krishna Venkitachalam",2024,,IEEE Xplore
,"Steven Abreu;
Jens E. Pedersen",2024,,IEEE Xplore
,"Periklis Papakonstantinou;
Dominik Scheder;
Hao Song",2014,,IEEE Xplore
,"T. Taniguchi;
T. Sawaragi",2005,,IEEE Xplore
,"M. Carmen Ruiz;
Diego Cazorla;
Fernando Cuartero;
J. Jose Pardo",2006,,IEEE Xplore
,"Rayees Ahamad;
Kamta Nath Mishra",2023,,IEEE Xplore
,"Ya-lan Wen;
Ching-chih Wen",2006,,IEEE Xplore
,"Sanjay Kumar;
Meenakshi Srivastava;
Vijay Prakash;
Sardar M.N. Islam",2024,,IEEE Xplore
,"R. Sampath;
M. Baskar;
V. Brindha Devi",2022,,IEEE Xplore
,"Athilinga Senjith;
Geetha Manoharan;
Abdul Razak;
Col BS Rao;
Jyoti Kukreja;
Sunitha Purushottam Ashtikar",2024,,IEEE Xplore
,"Ruibiao J. Guo;
Brad Cain",2009,,IEEE Xplore
,"Sanskar Jethi;
Avinash Kumar Choudhary;
Yash Gupta",2021,,IEEE Xplore
,"Dennis Abts;
Jonathan Ross;
Jonathan Sparling;
Mark Wong-VanHaren;
Max Baker;
Tom Hawkins;
Andrew Bell;
John Thompson;
Temesghen Kahsai;
Garrin Kimmell;
Jennifer Hwang;
Rebekah Leslie-Hurd;
Michael Bye;
E.R. Creswick;
Matthew Boyd;
Mahitha Venigalla;
Evan Laforge;
Jon Purdy;
Purushotham Kamath;
Dinesh Maheshwari;
Michael Beidler;
Geert Rosseel;
Omar Ahmad;
Gleb Gagarin;
Richard Czekalski;
Ashay Rane;
Sahil Parmar;
Jeff Werner;
Jim Sproch;
Adrian Macias;
Brian Kurtz",2020,,IEEE Xplore
,"Bokyung Kim;
Shiyu Li;
Hai Li",2023,,IEEE Xplore
,Wayne D. Grover,2007,,IEEE Xplore
,"Jiapeng Guan;
Ran Wei;
Dean You;
Yingquan Wang;
Ruizhe Yang;
Hui Wang;
Zhe Jiang",2024,,IEEE Xplore
,"Lipeng Pan;
Xiaozhuan Gao;
Yong Deng;
Kang Hao Cheong",2022,,IEEE Xplore
,"Thanh Tung Khuat;
Fang Chen;
Bogdan Gabrys",2021,,IEEE Xplore
,Feng Qin,2015,,IEEE Xplore
,"Martin Dobler;
Jürg Meierhofer;
Klaus Frick;
Marcus Bentele",2022,,IEEE Xplore
,"Agatha Clarice Da Silva-Ovando;
Oscar Saúl Olivares Quintana;
David Ernesto Salinas-Navarro;
Mario Chong",2022,,IEEE Xplore
,"Alan Dorin;
Susan Stepney",2024,,IEEE Xplore
,"Qianru Liu;
Yue Li;
Bingqing Chen;
Huiyue Wu;
Hai-Ning Liang",2024,,IEEE Xplore
,"M. Babu;
P Rajasekar;
K. Kalaiselvi;
Raju Shanmugam;
S. Tamilselvan;
Suganya Jayaraman",2024,,IEEE Xplore
,"Karpagam M;
Thomas M. Chen;
Mithileysh Sathiyanarayanan",2024,,IEEE Xplore
,"Mohamed Aymane Sbai;
Maha El Biadil;
Mohammed El Mohajir;
Ouafae Nahli",2018,,IEEE Xplore
,S. Mann,2001,,IEEE Xplore
,Ruicui Zhang,2021,,IEEE Xplore
,"Lucas S. Candiotto;
Marcos V. O. De Assis;
Marcos A. Schreiner;
Maria Lydia Fioravanti;
Ellen F. Barbosa;
Anderson S. Marcolino",2023,,IEEE Xplore
,"Runlong Yu;
Qi Liu;
Yuyang Ye;
Mingyue Cheng;
Enhong Chen;
Jianhui Ma",2023,,IEEE Xplore
,"Lewis Tseng;
Liwen Wong;
Safa Otoum;
Moayad Aloqaily;
Jalel Ben Othman",2020,,IEEE Xplore
,"M.T. Heath;
P. Raghaven",1994,,IEEE Xplore
,"N. Khlif;
T. Damak;
F. Kammoun;
N. Masmoudi",2014,,IEEE Xplore
,"Anna Cinzia Squicciarini;
Elisa Bertino;
Sebastien Goasguen",2007,,IEEE Xplore
,"Jia Wen;
Pengfei Liu;
Chu Jia;
Hongjun Wang",2018,,IEEE Xplore
,"Sadaf Riaz;
Jan Muhammad",2015,,IEEE Xplore
,"Shishir K. Shandilya;
Suresh Jain",2009,,IEEE Xplore
,"Taher M. Ghazal;
Mohammad Kamrul Hasan;
Raed Abu Zitar;
Nidal A. Al-Dmour;
Waleed T. Al-Sit;
Shayla Islam",2022,,IEEE Xplore
,"D.J. Estep;
S.M. Verduyn Lunel;
R.D. Williams",1996,,IEEE Xplore
,"Thabatta Moreira Alves De Araújo;
Anderson Ribeiro De Oliveira Santos Silva;
Alisson Marques Da Silva;
Eduardo Habib Bechelane Maia;
Michel Pires Da Silva",2023,,IEEE Xplore
,"Amir H. Basirat;
Asad I. Khan",2012,,IEEE Xplore
,"Maria Rona L. Perez;
Ace C. Lagman;
John Benedict C. Legaspi;
Roman De M. De Angel;
Kirk Alvin S. Awat",2019,,IEEE Xplore
,"H. Meneses;
K. Cambronero;
J. Louzao;
O. Arrieta;
R. Vilanova",2022,,IEEE Xplore
,Ilkay Altintas,2023,,IEEE Xplore
,"Yuqian Chai;
Mansurbek Kushnazarov;
Cheuk-Wang Yau;
Xinyu Qi;
Chi-Un Lei",2019,,IEEE Xplore
,Thiago Alessandro Spiess,2024,,IEEE Xplore
,"T.T. Kwan;
J.A. Terstriep",1993,,IEEE Xplore
,"Aniket Suvarna;
Jash Shah;
Shubham Shettigar;
Viral Soni;
Amrita Mathur",2023,,IEEE Xplore
,"Shao Xiao-yan;
He Lei;
Peng Xuan",2010,,IEEE Xplore
,"Daniel Dwyer;
Maxwell M. Omwenga",2023,,IEEE Xplore
,"Amit Kumar Manekar;
G. Pradeepini",2015,,IEEE Xplore
,"Mohammad Subekti;
Junaidi;
Harco Leslie Hendric Spits Warnars;
Yaya Heryadi",2017,,IEEE Xplore
,"Zuowen Jiang;
Yiming Zhao;
Zhiping Qin;
Xueming Lin",2013,,IEEE Xplore
,"T. Ramesh;
E Madhubala;
N Sandhya Rani;
K T Roshini",2022,,IEEE Xplore
,Narayana GPL Mandaleeka,2012,,IEEE Xplore
,H. Eisner,1997,,IEEE Xplore
,"J.C. Principe;
D. Erdogmus",2000,,IEEE Xplore
,"Radoslaw Michalski;
Marcin Pieczka",2020,,IEEE Xplore
,"Xiao Han;
Fang Hu;
Gang Xiong;
Xiwei Liu;
Xiaoyan Gong;
Xiaojie Niu;
Wanruo Shi;
Xinzhu Wang",2018,,IEEE Xplore
,"Davi Jose Conte;
Paulo Sergio Lopes de Souza;
Guilherme Martins;
Sarita Mazzini Bruschi",2020,,IEEE Xplore
,"Tina L. Peterson;
Rodrigo Ferreira;
Moshe Y. Vardi",2023,,IEEE Xplore
,Yiftach Nagar,2011,,IEEE Xplore
,"Huansheng Ning;
Hong Liu;
Jianhua Ma;
Laurence T. Yang;
Yueliang Wan;
Xiaozhen Ye;
Runhe Huang",2015,,IEEE Xplore
,"Jason S. Metcalfe;
Brandon S. Perelman;
David L. Boothe;
Kaleb Mcdowell",2021,,IEEE Xplore
,"Xing Chen;
Guizhong Liu",2021,,IEEE Xplore
,"Guy Avraham;
Ilana Nisky;
Hugo L. Fernandes;
Daniel E. Acuna;
Konrad P. Kording;
Gerald E. Loeb;
Amir Karniel",2012,,IEEE Xplore
,"Adang Suwandi Ahmad;
Arwin Datumaya Wahyudi Sumari",2017,,IEEE Xplore
,"Md Ariful Haque;
Sachin Shetty;
Bheshaj Krishnappa",2019,,IEEE Xplore
,"Emna Baccour;
Aiman Erbad;
Amr Mohamed;
Mounir Hamdi;
Mohsen Guizani",2020,,IEEE Xplore
,"Benjamin Heintz;
Rankyung Hong;
Shivangi Singh;
Gaurav Khandelwal;
Corey Tesdahl;
Abhishek Chandra",2019,,IEEE Xplore
,"Wanli Chang;
Debayan Roy;
Licong Zhang;
Samarjit Chakraborty",2016,,IEEE Xplore
,"Abhiraj Singh Rathore;
Adarsh Sharma;
Massoud Massoudi",2021,,IEEE Xplore
,"J. Sprinkle;
A.D. Ames;
A. Pinto;
Haiyang Zheng;
S.S. Sastry",2005,,IEEE Xplore
,"Tomohiro Imanaga;
Koji Nakano;
Ryota Yasudo;
Yasuaki Ito;
Yuya Kawamata;
Ryota Katsuki;
Shiro Ozaki;
Takashi Yazane;
Kenichiro Hamano",2021,,IEEE Xplore
,"Giorgio Audrito;
Ferruccio Damiani;
Mirko Viroli;
Enrico Bini",2018,,IEEE Xplore
,"Victor Casamayor Pujol;
Andrea Morichetta;
Stefan Nastic",2023,,IEEE Xplore
,Liming Bai,2014,,IEEE Xplore
,"Luis Neri;
Julieta Noguez;
Iván Pérez;
Gerardo Aguilar",2011,,IEEE Xplore
,Massimo Buscema,2008,,IEEE Xplore
,"Jingyi Liu;
Lina Yu;
Min Wu;
Yuerong Tong;
Jian Xu;
Zhiwei Li;
Xuan Hu;
Weijun Li",2021,,IEEE Xplore
,"Yifan Zhang;
Dave Towey;
Matthew Pike",2024,,IEEE Xplore
,"Yang Li;
Bing Shi",2020,,IEEE Xplore
,"Shiyang Chen;
Da Zheng;
Caiwen Ding;
Chengying Huan;
Yuede Ji;
Hang Liu",2023,,IEEE Xplore
,"Roberto Di Pietro;
Leonardo Jero;
Flavio Lombardi;
Agusti Solanas",2019,,IEEE Xplore
,"Yoshiro Imai;
Keiichi Kaneko;
Masaki Nakagawa",2006,,IEEE Xplore
,"I. Beichl;
F. Sullivan",1996,,IEEE Xplore
,"Ningqi Wang;
Chang Niu;
Zizhong Li",2019,,IEEE Xplore
,Edward Tunstel,2019,,IEEE Xplore
,"Eric Freudenthal;
Alexandria N. Ogrey;
Mary K. Roy;
Alan Siegel",2010,,IEEE Xplore
,"S. Krishna Narayanan;
S. Dhanasekaran;
V. Vasudevan",2021,,IEEE Xplore
,"Georgi Dimirovski;
Kevin Warwick;
Jovan Stefanovski",2019,,IEEE Xplore
,"Zhixian Han;
Anne B. Sereno",2024,,IEEE Xplore
,"Z. Shen;
K. Wang;
F.-Y. Wang",2013,,IEEE Xplore
,"Amjad Hussain Zahid;
Abdullah M. Iliyasu;
Musheer Ahmad;
Mian Muhammad Umar Shaban;
Muhammad Junaid Arshad;
Hussam S. Alhadawi;
Ahmed A. Abd El-Latif",2021,,IEEE Xplore
,"Xiulei Liu;
Qiang Tong;
Xuhong Liu;
Zhihui Qin",2021,,IEEE Xplore
,"M. Salman Siddiqui;
Syed Maaz Hasan",2014,,IEEE Xplore
,"Kazuto Tominaga;
Tooru Watanabe;
Keiji Kobayashi;
Masaki Nakamura;
Koji Kishi;
Mitsuyoshi Kazuno",2007,,IEEE Xplore
,"Hong Zheng;
Jianke Fan;
Dapeng Zhao;
Cuilin Li;
Dongdong Dong;
Guangxu Zhang;
Xiujuan Wang",2019,,IEEE Xplore
,Toru. Iwane,2017,,IEEE Xplore
,Rory Kelly,2010,,IEEE Xplore
,"Dilpreet Singh Brar;
Amit Kumar;
Pallavi;
Usha Mittal;
Pooja Rana",2021,,IEEE Xplore
,"Barbara Sabitzer;
Stefan Pasterk",2015,,IEEE Xplore
,"M. P. Bhuyan;
S. K. Sarma;
M. Rahman",2020,,IEEE Xplore
,"Juan José Gude Prego;
Luis Vázquez Seisdedos",2011,,IEEE Xplore
,"D. Cavallo;
P. Blikstein;
A. Sipitakiat;
A. Basu;
A. Camargo;
R. de Deus Lopes;
A. Cavallo",2004,,IEEE Xplore
,Hsuan Li,2021,,IEEE Xplore
,"Antonio Chella;
Francesco Lanza;
Arianna Pipitone;
Valeria Seidita",2020,,IEEE Xplore
,"Eric Freudenthal;
Alexandria Ogrey;
Rebeca Q. Gonzalez",2010,,IEEE Xplore
,"Jie Gao;
Yantao Wei;
Kegang Wang;
Yafei Shi",2023,,IEEE Xplore
,"S. Bringsjord;
E. Bringsjord",1994,,IEEE Xplore
,"Wildemarkes de Almeida da Silva;
Luis Carlos Costa Fonseca;
Sofiane Labidi;
José Chrystian Lima Pacheco",2024,,IEEE Xplore
,"Martin Tomasek;
Tomas Cerny",2016,,IEEE Xplore
,"V. Ariton;
S. Bumbaru",1999,,IEEE Xplore
,Mingwei Li,2022,,IEEE Xplore
,Rahmat Budiarto,2020,,IEEE Xplore
,"Claudia Martínez-Araneda;
Mariella Gutiérrez Valenzuela;
Pedro Gómez Meneses;
Diego Maldonado Montiel;
Alejandra Segura Navarrete;
Christian Vidal-Castro",2023,,IEEE Xplore
,"Vaibhav Anu;
Sumi Hagiwara;
Katherine Herbert;
Kazi Zakia Sultana;
Minsun Shin;
Rebecca Goldstein;
Patricia Virella",2023,,IEEE Xplore
,"T. Kaehler;
H. Nash;
M.S. Miller",1989,,IEEE Xplore
,"Jinli Li;
Xuebo Zhang;
Lin Wang;
ChunJuan Sun",2021,,IEEE Xplore
,"Jaye Nias;
Brandeis Marshall;
Tayloir Thompson;
Takeria Blunt",2017,,IEEE Xplore
,"László Horváth;
Imre J. Rudas",2013,,IEEE Xplore
,"Saurabh Khatri;
Sumit Tiwari;
Navaid Z. Rizvi",2016,,IEEE Xplore
,"Kumar Saurabh;
Balasubramanian Krishnan",2009,,IEEE Xplore
,"Yue Geng;
Tee Hiang Cheng;
Kai Zhong;
Kah Chan Teh;
Qingqing Wu",2025,,IEEE Xplore
,Rina Sadia,2014,,IEEE Xplore
,"Kuldeep Singh Jadon;
Robin Singh Bhadoria;
Geetam Singh Tomar",2015,,IEEE Xplore
,"Nino E. Merencilla;
Alvin Sarraga Alon;
Glenn John O. Fernando;
Elaine M. Cepe;
Dennis C. Malunao",2021,,IEEE Xplore
,"Zunairah Hj Murat;
Mohd Nasir Taib;
Sahrim Lias;
Ros Shilawani S. Abdul Kadir;
Norizam Sulaiman;
Mahfuzah Mustafa",2010,,IEEE Xplore
,"G.S. Sandhu;
K.S. Rattan",1997,,IEEE Xplore
,"Devinder Thapa;
Chang Mok Park;
Suraj Dangol;
Gi-nam Wang",2006,,IEEE Xplore
,"G. Dozier;
A. Homaifar;
S. Bryson;
L. Moore",1998,,IEEE Xplore
,"Jincong Yi;
Hesheng Zhang;
Xiaoping Qiao;
Xiaojin Zhu",2012,,IEEE Xplore
,"Ágnes Csiszráaik-Kocsir;
János Varga",2023,,IEEE Xplore
,"Rianto;
Djoko Budiyanto;
Setyohadi;
Suyoto",2017,,IEEE Xplore
,"Kavita Goswami;
Bishwajeet Pandey",2014,,IEEE Xplore
,"Zunairah Hj. Murat;
Mohd Nasir Taib;
Sahrim Lias;
Ros Shilawani S. Abdul Kadir;
Norizam Sulaiman;
Zodie Mohd Hanafiah",2011,,IEEE Xplore
,Kornelia Lazányi,2018,,IEEE Xplore
,"Huangqiong Chen;
Zhigang Zeng",2011,,IEEE Xplore
,"Bouarara Hadj Ahmed;
Abdelmalek Amine;
Hamou Reda Mohamed",2015,,IEEE Xplore
,"Bharti S. Dhande;
Utkarsha S. Pacharaney",2017,,IEEE Xplore
,"Hadi Nabipour Afrouzi;
Saeed Vahabi Mashak;
Ali Mohammad Dastgheib;
Jalal Tavalaei",2011,,IEEE Xplore
,"Yan Huang;
Chuanai Zhou;
Ning Cao;
Li Zhou",2017,,IEEE Xplore
,"Eri Sato;
Aika Nakajima;
Toru Yamaguchi",2005,,IEEE Xplore
,V. Bjorn,1995,,IEEE Xplore
,"Felicia-Mirabela Costea;
Ciprian-Bogdan Chirila;
Vladimir-Loan Creţu",2018,,IEEE Xplore
,"Li Xiaodong;
Guo Zhongyang;
Xu Ran;
Dai Xiaoyan;
Hu Yizhi;
Ye Shufeng",2010,,IEEE Xplore
,"Sharayu N. Bonde;
D. K. Kirange",2018,,IEEE Xplore
,"Hadi Nabipour Afrouzi;
Saeed Vahabi Mashak;
Kamyar Mehranzamir;
Behnam Salimi",2011,,IEEE Xplore
,"Deepak Gadde;
M. S. Chaudhari",2015,,IEEE Xplore
,"Alex Găvrută;
Marius Marcu;
Răzvan Bogdan",2018,,IEEE Xplore
,"Krisztián Kósi;
József K. Tar;
Tamás Haidegger",2013,,IEEE Xplore
,"Ming Yin;
Yanyi Xu;
Xiaomin Li",2009,,IEEE Xplore
,"Kai-ping Lin;
Xiao-yan Huang;
Wei-liang Liang;
Bing-lian Chen",2010,,IEEE Xplore
,"Saurav Taneja;
Dhruv Garg;
Mavillapalli Venkata Tarun Kumar;
Tanupriya Choudhury",2018,,IEEE Xplore
,"Chuyi Zhou;
Chunlei Chai;
Jinlei Shi;
Jing Liao",2020,,IEEE Xplore
,"S. R. Bhagya Shree;
H. S. Sheshadri;
R. Shivakumar;
H. S. Vinay Kumar",2014,,IEEE Xplore
,"Mohammed S. BenSaleh;
Ali S. Hermache",2010,,IEEE Xplore
,"Sobia Mansoor;
Arifa Bhutto;
Neelma Bhatti;
Noorulain aamir Patoli;
Mudassar Ahmed",2017,,IEEE Xplore
,"O. Gomes;
C. Combes;
A. Dussauchoy",2006,,IEEE Xplore
,"Sebastian Meier;
Frank Heidmann",2014,,IEEE Xplore
,"Rabiah A.K.;
T.M.T. Sembok;
Halimah B.Z.",2007,,IEEE Xplore
,"Szakáll Tibor;
Péter Dukán;
Borislav Odadžíc;
Odry Péter",2010,,IEEE Xplore
,"Mengtian Xin;
Jiayu Shen;
Peifeng Hao",2022,,IEEE Xplore
,"K Natarajan;
Vaheedbasha Shaik",2020,,IEEE Xplore
,"Duan Xiaodong;
Lu Bo;
Liu Peng;
Gao Chunhong",2015,,IEEE Xplore
,"Hai Tao Liu;
Lin Lin Li",2009,,IEEE Xplore
,"Wenming Guo;
Zhiqiang Hu",2010,,IEEE Xplore
,"Morteza Rahimiyan;
Habib Rajabi Mashhadi",2006,,IEEE Xplore
,"Shouxin Wang;
Li Zhang;
Na Ma",2008,,IEEE Xplore
,"Stéphanie Bernhardt;
Rémy Boyer;
Sylvie Marcos;
Pascal Larzabal",2015,,IEEE Xplore
,"Yuxia Qin;
Lanshen Guo;
Jian Wang",2010,,IEEE Xplore
,"Pu Zhong;
Wang Wei;
Lin Wei",2013,,IEEE Xplore
,"Masaki Fujikawa;
Hiroshi Doi;
Shigeo Tsujii",2006,,IEEE Xplore
,"Jing Liu;
Lili Sun;
Russell Higgs;
Yuanyuan Zhang;
Yan Huang",2017,,IEEE Xplore
,Xiang Wei,2009,,IEEE Xplore
,"Chennamsetty Venkata Ravikanth;
Kolangiammal;
Kshitij Chegondi;
Valluru Gowtham",2023,,IEEE Xplore
,"J.K. Periasamy;
R Srinidhi;
S Srividhya",2022,,IEEE Xplore
,"M. Thamizharasi;
M. Lakshmi",2022,,IEEE Xplore
,Li Maojun,2006,,IEEE Xplore
,"Rikip Ginanjar;
Christie Surya Maranatha Zebua",2011,,IEEE Xplore
,"Geng Zhiqiang;
Cao Yuan;
Han Yongming",2020,,IEEE Xplore
,"Xiao-yan Huang;
Long Jin;
Xv-ming Shi",2011,,IEEE Xplore
,"Xiuqing Mao;
Xingyuan Chen;
Yingjie Yang",2011,,IEEE Xplore
,"Yanduo Zhang;
Li Peng;
Feng Min;
Deng Chen",2009,,IEEE Xplore
,"Ruei-Shan Lu;
Shang-Wu Yu;
Yi-Hsien Lin",2008,,IEEE Xplore
,"Aisha Agarwal;
Aditi Agarwal;
Ayush Pandey;
Animesh Das;
Aarush Acharya;
Ankur Maurya",2023,,IEEE Xplore
,Hua Li,2023,,IEEE Xplore
,"C. Schittenkopf;
G. Dorffner;
E.J. Dockner",1999,,IEEE Xplore
,"J. Novak-Marcincin;
M. Janak;
J. Barna;
L. Novakova-Marcincinova",2013,,IEEE Xplore
,"Kanika Bhutani;
Swati Aggarwal",2015,,IEEE Xplore
,"Nur Syakirah Binti Kamarulzaman;
Danakorn Nincarean Eh Phon;
Mohd Syazwan Baharuddin",2021,,IEEE Xplore
,"Sunita Pachar;
Harshit Sharma;
Ashwani Kumar Shrivas;
Garima Garg;
Sheetal Vijayvargiya;
Prabhishek Singh",2022,,IEEE Xplore
,"Riya Bilaiya;
Rajeev Mohan Sharma",2018,,IEEE Xplore
,"Taranjit Kaur;
Akshay Girdhar;
Geetika Gupta",2018,,IEEE Xplore
,"F. Sugimoto;
T. Toyabe;
A. Sato",1997,,IEEE Xplore
,"Jay Merja;
Sunny Shah",2013,,IEEE Xplore
,"Shalaka S. Thorat;
Priyanka More",2015,,IEEE Xplore
,"Xiaona Xia;
Baoxiang Cao;
Jiguo Yu",2009,,IEEE Xplore
,"M Yalini;
S Sridevi",2018,,IEEE Xplore
,"Mao Pang;
Rui-ming Wu;
Ming-xiang Xie",2009,,IEEE Xplore
,"Heng-nian Li;
Ji-sheng Li",2009,,IEEE Xplore
,"Chuan-Chuan Ko;
Ya-Juan Yang;
Chien-Yu Liu",2019,,IEEE Xplore
,"Laszlo Horvath;
Imre J. Rudas",2008,,IEEE Xplore
,"Dalia Trujillo Penagos;
Nelson Agudelo",2024,,IEEE Xplore
,"Zhang Lei;
Jie Liu",2011,,IEEE Xplore
,"Bai Fan;
Chang Tianqing;
Li Yong",2010,,IEEE Xplore
,"Qin Liu;
Zhongwei Ma;
Xiaowen Yang;
Hongming Zhu",2015,,IEEE Xplore
,"Zhang Bide;
Fang Chunen;
Zhang Houxuan;
Zhou Aihua;
Chen Ting",2006,,IEEE Xplore
,"Charmy Patel;
G.R. Kulkarni",2011,,IEEE Xplore
,"Rahul Saxena;
Mahipal Jadeja",2023,,IEEE Xplore
